policy_id,algorithm,availability,budget,history_available,selected_subset,source_model,chosen_model,chosen_subset,chosen_config,uses_history,selected_additional_items,selected_items,development_oof_log_loss,selected_config_json,blocks_json,domain,n,baseline,full,family_contrasts,standardized_critical_value,delta_vs_full,bootstrap_se_vs_full,primary_upper95_vs_full,standardized_upper95_vs_full,delta_vs_benchmark,bootstrap_se_vs_benchmark,primary_upper95_vs_benchmark,standardized_upper95_vs_benchmark,primary_superior_to_benchmark,standardized_superior_to_benchmark,primary_noninferior_margin_0.01,standardized_noninferior_margin_0.01,primary_dual_pass_margin_0.01,standardized_dual_pass_margin_0.01,status
ridge|history_unavailable|budget=10,ridge,history_unavailable,10,False,D_B_A,ridge::D_B_A,ridge::D_B_A,D_B_A,1.0,False,6,6,0.6545563941969289,1.0,"[""D"", ""B"", ""A""]",whole,1520,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.606807609085381,0.011916375111418631,0.0038616817939663853,0.035041430255743,0.021983036595796687,0.03538379144011705,0.010673211288085358,0.0585088465844414,0.06320679983927394,False,False,False,False,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=11,ridge,history_unavailable,11,False,D_B_A,ridge::D_B_A,ridge::D_B_A,D_B_A,1.0,False,6,6,0.6545563941969289,1.0,"[""D"", ""B"", ""A""]",whole,1520,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.606807609085381,0.011916375111418631,0.0038616817939663853,0.035041430255743,0.021983036595796687,0.03538379144011705,0.010673211288085358,0.0585088465844414,0.06320679983927394,False,False,False,False,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=12,ridge,history_unavailable,12,False,D_B_A,ridge::D_B_A,ridge::D_B_A,D_B_A,1.0,False,6,6,0.6545563941969289,1.0,"[""D"", ""B"", ""A""]",whole,1520,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.606807609085381,0.011916375111418631,0.0038616817939663853,0.035041430255743,0.021983036595796687,0.03538379144011705,0.010673211288085358,0.0585088465844414,0.06320679983927394,False,False,False,False,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=13,ridge,history_unavailable,13,False,D_B_A,ridge::D_B_A,ridge::D_B_A,D_B_A,1.0,False,6,6,0.6545563941969289,1.0,"[""D"", ""B"", ""A""]",whole,1520,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.606807609085381,0.011916375111418631,0.0038616817939663853,0.035041430255743,0.021983036595796687,0.03538379144011705,0.010673211288085358,0.0585088465844414,0.06320679983927394,False,False,False,False,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=14,ridge,history_unavailable,14,False,D_B_A,ridge::D_B_A,ridge::D_B_A,D_B_A,1.0,False,6,6,0.6545563941969289,1.0,"[""D"", ""B"", ""A""]",whole,1520,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.606807609085381,0.011916375111418631,0.0038616817939663853,0.035041430255743,0.021983036595796687,0.03538379144011705,0.010673211288085358,0.0585088465844414,0.06320679983927394,False,False,False,False,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=15,ridge,history_unavailable,15,False,D_K,ridge::D_K,ridge::D_K,D_K,1.0,False,15,15,0.6534616584557627,1.0,"[""D"", ""K""]",whole,1520,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.606807609085381,-0.01973928363528954,0.005133350804380385,0.0033857715090348,-0.006357625698326189,0.003728132693408881,0.008488538957172786,0.0268531878377333,0.025856120636984586,False,False,True,True,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=16,ridge,history_unavailable,16,False,D_A_K,ridge::D_A_K,ridge::D_A_K,D_A_K,1.0,False,16,16,0.6495521869548352,1.0,"[""D"", ""A"", ""K""]",whole,1520,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.606807609085381,0.0009274614581034069,0.002891983981731301,0.0240525166024278,0.008466307307033601,0.024394877786801827,0.010500515823298157,0.0475199329311262,0.05176770233429691,False,False,False,True,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=17,ridge,history_unavailable,17,False,D_B_A_K,ridge::D_B_A_K,ridge::D_B_A_K,D_B_A_K,1.0,False,17,17,0.6465315444142528,1.0,"[""D"", ""B"", ""A"", ""K""]",whole,1520,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.606807609085381,-0.007252262169917478,0.0017756173498039577,0.0158727929744069,-0.002623569351624503,0.016215154158780942,0.010860992491170736,0.0393402093031053,0.044527672026984,False,False,False,True,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=18,ridge,history_unavailable,18,False,D_B_A_K,ridge::D_B_A_K,ridge::D_B_A_K,D_B_A_K,1.0,False,17,17,0.6465315444142528,1.0,"[""D"", ""B"", ""A"", ""K""]",whole,1520,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.606807609085381,-0.007252262169917478,0.0017756173498039577,0.0158727929744069,-0.002623569351624503,0.016215154158780942,0.010860992491170736,0.0393402093031053,0.044527672026984,False,False,False,True,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=19,ridge,history_unavailable,19,False,D_B_A_K,ridge::D_B_A_K,ridge::D_B_A_K,D_B_A_K,1.0,False,17,17,0.6465315444142528,1.0,"[""D"", ""B"", ""A"", ""K""]",whole,1520,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.606807609085381,-0.007252262169917478,0.0017756173498039577,0.0158727929744069,-0.002623569351624503,0.016215154158780942,0.010860992491170736,0.0393402093031053,0.044527672026984,False,False,False,True,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=20,ridge,history_unavailable,20,False,D_B_A_K,ridge::D_B_A_K,ridge::D_B_A_K,D_B_A_K,1.0,False,17,17,0.6465315444142528,1.0,"[""D"", ""B"", ""A"", ""K""]",whole,1520,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.606807609085381,-0.007252262169917478,0.0017756173498039577,0.0158727929744069,-0.002623569351624503,0.016215154158780942,0.010860992491170736,0.0393402093031053,0.044527672026984,False,False,False,True,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=21,ridge,history_unavailable,21,False,D_B_A_K,ridge::D_B_A_K,ridge::D_B_A_K,D_B_A_K,1.0,False,17,17,0.6465315444142528,1.0,"[""D"", ""B"", ""A"", ""K""]",whole,1520,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.606807609085381,-0.007252262169917478,0.0017756173498039577,0.0158727929744069,-0.002623569351624503,0.016215154158780942,0.010860992491170736,0.0393402093031053,0.044527672026984,False,False,False,True,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=22,ridge,history_unavailable,22,False,D_B_A_K,ridge::D_B_A_K,ridge::D_B_A_K,D_B_A_K,1.0,False,17,17,0.6465315444142528,1.0,"[""D"", ""B"", ""A"", ""K""]",whole,1520,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.606807609085381,-0.007252262169917478,0.0017756173498039577,0.0158727929744069,-0.002623569351624503,0.016215154158780942,0.010860992491170736,0.0393402093031053,0.044527672026984,False,False,False,True,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=23,ridge,history_unavailable,23,False,D_B_A_K,ridge::D_B_A_K,ridge::D_B_A_K,D_B_A_K,1.0,False,17,17,0.6465315444142528,1.0,"[""D"", ""B"", ""A"", ""K""]",whole,1520,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.606807609085381,-0.007252262169917478,0.0017756173498039577,0.0158727929744069,-0.002623569351624503,0.016215154158780942,0.010860992491170736,0.0393402093031053,0.044527672026984,False,False,False,True,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=24,ridge,history_unavailable,24,False,D_B_A_K,ridge::D_B_A_K,ridge::D_B_A_K,D_B_A_K,1.0,False,17,17,0.6465315444142528,1.0,"[""D"", ""B"", ""A"", ""K""]",whole,1520,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.606807609085381,-0.007252262169917478,0.0017756173498039577,0.0158727929744069,-0.002623569351624503,0.016215154158780942,0.010860992491170736,0.0393402093031053,0.044527672026984,False,False,False,True,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=25,ridge,history_unavailable,25,False,D_B_A_K,ridge::D_B_A_K,ridge::D_B_A_K,D_B_A_K,1.0,False,17,17,0.6465315444142528,1.0,"[""D"", ""B"", ""A"", ""K""]",whole,1520,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.606807609085381,-0.007252262169917478,0.0017756173498039577,0.0158727929744069,-0.002623569351624503,0.016215154158780942,0.010860992491170736,0.0393402093031053,0.044527672026984,False,False,False,True,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=26,ridge,history_unavailable,26,False,D_B_A_K,ridge::D_B_A_K,ridge::D_B_A_K,D_B_A_K,1.0,False,17,17,0.6465315444142528,1.0,"[""D"", ""B"", ""A"", ""K""]",whole,1520,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.606807609085381,-0.007252262169917478,0.0017756173498039577,0.0158727929744069,-0.002623569351624503,0.016215154158780942,0.010860992491170736,0.0393402093031053,0.044527672026984,False,False,False,True,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=27,ridge,history_unavailable,27,False,D_B_A_K,ridge::D_B_A_K,ridge::D_B_A_K,D_B_A_K,1.0,False,17,17,0.6465315444142528,1.0,"[""D"", ""B"", ""A"", ""K""]",whole,1520,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.606807609085381,-0.007252262169917478,0.0017756173498039577,0.0158727929744069,-0.002623569351624503,0.016215154158780942,0.010860992491170736,0.0393402093031053,0.044527672026984,False,False,False,True,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=28,ridge,history_unavailable,28,False,D_B_P_A_K,ridge::D_B_P_A_K,ridge::D_B_P_A_K,D_B_P_A_K,1.0,False,28,28,0.645554504910448,1.0,"[""D"", ""B"", ""P"", ""A"", ""K""]",whole,1520,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.606807609085381,-0.003230092339159718,0.0009112663688491308,0.0198949628051647,-0.0008545962349401984,0.020237323989538702,0.010930418510579284,0.0433623791338631,0.048730822133404475,False,False,False,True,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=29,ridge,history_unavailable,29,False,D_B_P_A_K,ridge::D_B_P_A_K,ridge::D_B_P_A_K,D_B_P_A_K,1.0,False,28,28,0.645554504910448,1.0,"[""D"", ""B"", ""P"", ""A"", ""K""]",whole,1520,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.606807609085381,-0.003230092339159718,0.0009112663688491308,0.0198949628051647,-0.0008545962349401984,0.020237323989538702,0.010930418510579284,0.0433623791338631,0.048730822133404475,False,False,False,True,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=30,ridge,history_unavailable,30,False,D_B_P_A_K,ridge::D_B_P_A_K,ridge::D_B_P_A_K,D_B_P_A_K,1.0,False,28,28,0.645554504910448,1.0,"[""D"", ""B"", ""P"", ""A"", ""K""]",whole,1520,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.606807609085381,-0.003230092339159718,0.0009112663688491308,0.0198949628051647,-0.0008545962349401984,0.020237323989538702,0.010930418510579284,0.0433623791338631,0.048730822133404475,False,False,False,True,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=00,ridge,history_unavailable,0,False,NONE,ridge::NONE,ridge::NONE,NONE,0.001,False,0,0,0.6853643289188563,0.001,[],disjoint,879,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.5752381693336783,-0.058974120088800985,0.014907533904921808,-0.0279396133726204,-0.020583669766210407,0.0,0.0,0.0,0.0,False,False,True,True,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=01,ridge,history_unavailable,1,False,B,ridge::B,ridge::B,B,0.1,False,1,1,0.6777381954029948,0.1,"[""B""]",disjoint,879,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.5752381693336783,-0.06603486608162867,0.013945850116627757,-0.0350003593654481,-0.030120980557482344,-0.007060745992827688,0.00430974809302541,0.0239737607233528,0.004037881796544379,False,False,True,True,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=02,ridge,history_unavailable,2,False,B_A,ridge::B_A,ridge::B_A,B_A,0.1,False,2,2,0.6736656514353723,0.1,"[""B"", ""A""]",disjoint,879,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.5752381693336783,-0.048966433693686806,0.012268512896948677,-0.0179319269775062,-0.01737209100050207,0.01000768639511418,0.006927991922481009,0.0410421931112947,0.027848915630722684,False,False,True,True,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=03,ridge,history_unavailable,3,False,B_C_A,ridge::B_C_A,ridge::B_C_A,B_C_A,0.1,False,3,3,0.6735209745197117,0.1,"[""B"", ""C"", ""A""]",disjoint,879,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.5752381693336783,-0.050122511441648254,0.012199888413199638,-0.0190880047254676,-0.01870489313836486,0.008851608647152731,0.007131248125612444,0.0398861153633333,0.027216271015219146,False,False,True,True,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=04,ridge,history_unavailable,4,False,D,ridge::D,ridge::D,D,1.0,False,4,4,0.6621656516928427,1.0,"[""D""]",disjoint,879,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.5752381693336783,-0.007746120843344029,0.007972941494833817,0.0232883858728365,0.01278610241601633,0.05122799924545696,0.011036531504008927,0.0822625059616375,0.07964969643163437,False,False,False,False,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=05,ridge,history_unavailable,5,False,D_B,ridge::D_B,ridge::D_B,D_B,1.0,False,5,5,0.6582120307239033,1.0,"[""D"", ""B""]",disjoint,879,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.5752381693336783,-0.01816748898036602,0.007080106683775855,0.0128670177358145,6.54719946480524e-05,0.040806631108434965,0.011660105799098174,0.0718411378246155,0.07083418062074155,False,False,False,True,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=06,ridge,history_unavailable,6,False,D_B_A,ridge::D_B_A,ridge::D_B_A,D_B_A,1.0,False,6,6,0.6545563941969289,1.0,"[""D"", ""B"", ""A""]",disjoint,879,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.5752381693336783,0.006494038611554953,0.005642385273800972,0.0375285453277355,0.021024524534733476,0.06546815870035594,0.014258230685424667,0.0965026654165365,0.10218649858862623,False,False,False,False,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=07,ridge,history_unavailable,7,False,D_B_A,ridge::D_B_A,ridge::D_B_A,D_B_A,1.0,False,6,6,0.6545563941969289,1.0,"[""D"", ""B"", ""A""]",disjoint,879,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.5752381693336783,0.006494038611554953,0.005642385273800972,0.0375285453277355,0.021024524534733476,0.06546815870035594,0.014258230685424667,0.0965026654165365,0.10218649858862623,False,False,False,False,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=08,ridge,history_unavailable,8,False,D_B_A,ridge::D_B_A,ridge::D_B_A,D_B_A,1.0,False,6,6,0.6545563941969289,1.0,"[""D"", ""B"", ""A""]",disjoint,879,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.5752381693336783,0.006494038611554953,0.005642385273800972,0.0375285453277355,0.021024524534733476,0.06546815870035594,0.014258230685424667,0.0965026654165365,0.10218649858862623,False,False,False,False,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=09,ridge,history_unavailable,9,False,D_B_A,ridge::D_B_A,ridge::D_B_A,D_B_A,1.0,False,6,6,0.6545563941969289,1.0,"[""D"", ""B"", ""A""]",disjoint,879,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.5752381693336783,0.006494038611554953,0.005642385273800972,0.0375285453277355,0.021024524534733476,0.06546815870035594,0.014258230685424667,0.0965026654165365,0.10218649858862623,False,False,False,False,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=10,ridge,history_unavailable,10,False,D_B_A,ridge::D_B_A,ridge::D_B_A,D_B_A,1.0,False,6,6,0.6545563941969289,1.0,"[""D"", ""B"", ""A""]",disjoint,879,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.5752381693336783,0.006494038611554953,0.005642385273800972,0.0375285453277355,0.021024524534733476,0.06546815870035594,0.014258230685424667,0.0965026654165365,0.10218649858862623,False,False,False,False,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=11,ridge,history_unavailable,11,False,D_B_A,ridge::D_B_A,ridge::D_B_A,D_B_A,1.0,False,6,6,0.6545563941969289,1.0,"[""D"", ""B"", ""A""]",disjoint,879,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.5752381693336783,0.006494038611554953,0.005642385273800972,0.0375285453277355,0.021024524534733476,0.06546815870035594,0.014258230685424667,0.0965026654165365,0.10218649858862623,False,False,False,False,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=12,ridge,history_unavailable,12,False,D_B_A,ridge::D_B_A,ridge::D_B_A,D_B_A,1.0,False,6,6,0.6545563941969289,1.0,"[""D"", ""B"", ""A""]",disjoint,879,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.5752381693336783,0.006494038611554953,0.005642385273800972,0.0375285453277355,0.021024524534733476,0.06546815870035594,0.014258230685424667,0.0965026654165365,0.10218649858862623,False,False,False,False,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=13,ridge,history_unavailable,13,False,D_B_A,ridge::D_B_A,ridge::D_B_A,D_B_A,1.0,False,6,6,0.6545563941969289,1.0,"[""D"", ""B"", ""A""]",disjoint,879,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.5752381693336783,0.006494038611554953,0.005642385273800972,0.0375285453277355,0.021024524534733476,0.06546815870035594,0.014258230685424667,0.0965026654165365,0.10218649858862623,False,False,False,False,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=14,ridge,history_unavailable,14,False,D_B_A,ridge::D_B_A,ridge::D_B_A,D_B_A,1.0,False,6,6,0.6545563941969289,1.0,"[""D"", ""B"", ""A""]",disjoint,879,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.5752381693336783,0.006494038611554953,0.005642385273800972,0.0375285453277355,0.021024524534733476,0.06546815870035594,0.014258230685424667,0.0965026654165365,0.10218649858862623,False,False,False,False,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=15,ridge,history_unavailable,15,False,D_K,ridge::D_K,ridge::D_K,D_K,1.0,False,15,15,0.6534616584557627,1.0,"[""D"", ""K""]",disjoint,879,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.5752381693336783,-0.025754518686933903,0.006802935609240571,0.0052799880292466,-0.008235339242498325,0.03321960140186708,0.011952628681215056,0.0642541081180476,0.06400046700560456,False,False,True,True,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=16,ridge,history_unavailable,16,False,D_A_K,ridge::D_A_K,ridge::D_A_K,D_A_K,1.0,False,16,16,0.6495521869548352,1.0,"[""D"", ""A"", ""K""]",disjoint,879,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.5752381693336783,-0.00021081816641377316,0.004041630549587717,0.0308236885497667,0.010197343091229568,0.05876330192238721,0.014161439747219725,0.0897978086385677,0.09523238209214652,False,False,False,False,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=17,ridge,history_unavailable,17,False,D_B_A_K,ridge::D_B_A_K,ridge::D_B_A_K,D_B_A_K,1.0,False,17,17,0.6465315444142528,1.0,"[""D"", ""B"", ""A"", ""K""]",disjoint,879,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.5752381693336783,-0.010227334395447985,0.0024845439890805654,0.0208071723207325,-0.0038290418813791546,0.048746785693353,0.01446948804610418,0.0797812924095335,0.08600916360039787,False,False,False,True,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=18,ridge,history_unavailable,18,False,D_B_A_K,ridge::D_B_A_K,ridge::D_B_A_K,D_B_A_K,1.0,False,17,17,0.6465315444142528,1.0,"[""D"", ""B"", ""A"", ""K""]",disjoint,879,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.5752381693336783,-0.010227334395447985,0.0024845439890805654,0.0208071723207325,-0.0038290418813791546,0.048746785693353,0.01446948804610418,0.0797812924095335,0.08600916360039787,False,False,False,True,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
ridge|history_unavailable|budget=19,ridge,history_unavailable,19,False,D_B_A_K,ridge::D_B_A_K,ridge::D_B_A_K,D_B_A_K,1.0,False,17,17,0.6465315444142528,1.0,"[""D"", ""B"", ""A"", ""K""]",disjoint,879,ridge::NONE,ridge::D_B_M_P_C_A_K,21,2.5752381693336783,-0.010227334395447985,0.0024845439890805654,0.0208071723207325,-0.0038290418813791546,0.048746785693353,0.01446948804610418,0.0797812924095335,0.08600916360039787,False,False,False,True,False,False,post-primary retrospective sensitivity; retain primary result; fixed fitted predictions
